,Groceries,Food & Drink,Shopping,Schools,Entertainment,Fitness Facilities,Transportation,Libraries,Goods and Services,Crowded Housing,Health Ins,Poverty,Violent Crime,Property Crime,EduLessThanHS,Unemployment Rate,NTA_Name,NTA_Code,Location,Amenities,Cost of Living,Crime,Education,Employment
213,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.2,1.0,0.10300000000000001,0.784,0.142,0.032,0.095,0.163,0.065,Sunnyside,QN31,"{'lat': 40.61622, 'lng': -74.10375}",0.9760000000000002,0.6575500000000001,0.05405,0.38855,0.006500000000000001
215,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.25,1.0,0.027999999999999997,0.895,0.048,0.03,0.063,0.10099999999999999,0.067,Cambria Heights,QN33,"{'lat': 40.69455, 'lng': -73.73847}",0.9775000000000001,0.64605,0.041550000000000004,0.33585,0.006700000000000001
216,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.25,1.0,0.061,0.86,0.10800000000000001,0.025,0.07200000000000001,0.171,0.13,Queens Village,QN34,"{'lat': 40.72677, 'lng': -73.74152}",0.9775000000000001,0.65505,0.04145,0.39535,0.013000000000000001
217,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.25,1.0,0.111,0.8009999999999999,0.158,0.019,0.075,0.158,0.129,Briarwood,QN35,"{'lat': 40.71734, 'lng': -73.82675}",0.9775000000000001,0.6637000000000001,0.038599999999999995,0.3843,0.012900000000000002
218,0.2,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.111,0.8009999999999999,0.158,0.019,0.075,0.158,0.129,Jamaica Hills,QN35,"{'lat': 14.17338, 'lng': 121.21895}",0.8340000000000001,0.5837,0.038599999999999995,0.3843,0.012900000000000002
219,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.25,1.0,0.099,0.9059999999999999,0.138,0.017,0.05,0.122,0.08199999999999999,Kew Gardens Hills,QN37,"{'lat': 40.73002, 'lng': -73.8234}",0.9775000000000001,0.6744500000000001,0.02855,0.3537,0.008199999999999999
222,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.2,1.0,0.069,0.914,0.205,0.025,0.055999999999999994,0.142,0.125,Hillcrest,QN38,"{'lat': 41.12787, 'lng': -74.04097}",0.9760000000000002,0.67485,0.03584999999999999,0.3707,0.0125
223,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.25,1.0,0.08,0.855,0.129,0.015,0.05,0.12300000000000001,0.10400000000000001,Fresh Meadows,QN41,"{'lat': 40.73482, 'lng': -73.79347}",0.9775000000000001,0.66115,0.027249999999999996,0.35455000000000003,0.010400000000000001
224,0.0,0.15,0.0,0.0,0.0,0.05,0.0,0.0,0.05,0.08,0.855,0.129,0.015,0.05,0.12300000000000001,0.10400000000000001,Utopia,QN41,"{'lat': 29.61523, 'lng': -99.52699}",0.0285,0.17615,0.027249999999999996,0.10455,0.010400000000000001
225,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.25,1.0,0.03,0.884,0.09300000000000001,0.018000000000000002,0.046,0.08800000000000001,0.066,Oakland Gardens,QN42,"{'lat': 40.75399, 'lng': -73.76597}",0.9775000000000001,0.6493999999999999,0.027800000000000002,0.3248,0.006600000000000001
226,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.25,1.0,0.035,0.91,0.105,0.015,0.051,0.128,0.067,Bellerose,QN43,"{'lat': 40.72427, 'lng': -73.71513}",0.9775000000000001,0.65575,0.0276,0.3588,0.006700000000000001
227,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.25,1.0,0.016,0.927,0.075,0.015,0.042,0.09300000000000001,0.087,Glen Oaks,QN44,"{'lat': 40.74705, 'lng': -73.71152}",0.9775000000000001,0.65055,0.02445,0.32905,0.0087
228,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.25,1.0,0.016,0.927,0.075,0.015,0.042,0.09300000000000001,0.087,Floral Park,QN44,"{'lat': 40.72371, 'lng': -73.70485}",0.9775000000000001,0.65055,0.02445,0.32905,0.0087
229,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.25,1.0,0.016,0.927,0.075,0.015,0.042,0.09300000000000001,0.087,New Hyde Park,QN44,"{'lat': 40.7351, 'lng': -73.68791}",0.9775000000000001,0.65055,0.02445,0.32905,0.0087
231,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.25,1.0,0.034,0.893,0.07400000000000001,0.025,0.04,0.09300000000000001,0.07,Douglaston,QN45,"{'lat': 40.76871, 'lng': -73.74708}",0.9775000000000001,0.6498499999999999,0.03025,0.32905,0.007000000000000001
232,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.25,1.0,0.034,0.893,0.07400000000000001,0.025,0.04,0.09300000000000001,0.07,Little Neck,QN45,"{'lat': 40.76205, 'lng': -73.73819}",0.9775000000000001,0.6498499999999999,0.03025,0.32905,0.007000000000000001
233,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.25,1.0,0.027000000000000003,0.893,0.073,0.023,0.062,0.115,0.084,Bayside,QN46,"{'lat': 40.76844, 'lng': -73.77708}",0.9775000000000001,0.648,0.036649999999999995,0.34775,0.008400000000000001
235,0.0,0.15,0.0,0.0,0.0,0.25,0.05,0.0,0.0,0.023,0.94,0.07200000000000001,0.01,0.027999999999999997,0.08800000000000001,0.102,Ft. Totten,QN47,"{'lat': 47.98, 'lng': -98.9929}",0.042,0.15895,0.0163,0.0748,0.0102
236,0.1,1.0,1.0,0.65,1.0,1.0,1.0,0.0,1.0,0.023,0.94,0.07200000000000001,0.01,0.027999999999999997,0.08800000000000001,0.102,Bay Terrace,QN47,"{'lat': 38.5504, 'lng': -76.5619}",0.7750000000000001,0.56395,0.0163,0.2373,0.0102
237,0.25,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,0.023,0.94,0.07200000000000001,0.01,0.027999999999999997,0.08800000000000001,0.102,Clearview,QN47,"{'lat': 47.83371, 'lng': -122.12596}",0.8575,0.57895,0.0163,0.3248,0.0102
238,0.45,1.0,1.0,1.0,1.0,1.0,1.0,0.15,1.0,0.022000000000000002,0.873,0.08,0.03,0.048,0.155,0.078,Auburndale,QN48,"{'lat': 42.34732, 'lng': -71.2495}",0.881,0.58945,0.0363,0.38175000000000003,0.0078000000000000005
239,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.25,1.0,0.027999999999999997,0.905,0.066,0.019,0.051,0.136,0.076,Whitestone,QN49,"{'lat': 40.79455, 'lng': -73.81847}",0.9775000000000001,0.6493500000000001,0.030199999999999998,0.36560000000000004,0.0076
240,0.6,1.0,1.0,1.0,1.0,1.0,1.0,0.15,1.0,0.15,0.763,0.141,0.036000000000000004,0.078,0.23800000000000002,0.054000000000000006,Elmhurst,QN50,"{'lat': 41.89947, 'lng': -87.94034}",0.9065000000000001,0.62605,0.0507,0.45230000000000004,0.005400000000000001
241,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.25,1.0,0.15,0.763,0.141,0.036000000000000004,0.078,0.23800000000000002,0.054000000000000006,Maspeth,QN50,"{'lat': 40.72316, 'lng': -73.91264}",0.9775000000000001,0.66605,0.0507,0.45230000000000004,0.005400000000000001
242,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.25,1.0,0.10300000000000001,0.784,0.156,0.022000000000000002,0.043,0.20800000000000002,0.08,Murray Hill,QN51,"{'lat': 40.76, 'lng': -73.81306}",0.9775000000000001,0.65895,0.02935,0.4268,0.008
244,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.25,1.0,0.1,0.845,0.156,0.031,0.084,0.235,0.11699999999999999,Woodhaven,QN53,"{'lat': 40.68927, 'lng': -73.85791}",0.9775000000000001,0.66735,0.04955,0.44975,0.0117
245,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.45,1.0,0.115,0.816,0.162,0.044000000000000004,0.092,0.263,0.102,Richmond Hill,QN54,"{'lat': 43.87111, 'lng': -79.43725}",0.9835000000000002,0.66735,0.06080000000000001,0.47355,0.0102
246,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.25,1.0,0.096,0.815,0.141,0.037000000000000005,0.105,0.254,0.11599999999999999,South Ozone Park,QN55,"{'lat': 40.6701, 'lng': -73.81902}",0.9775000000000001,0.66035,0.06080000000000001,0.4659,0.0116
247,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.25,1.0,0.071,0.871,0.161,0.039,0.12300000000000001,0.213,0.111,Ozone Park,QN56,"{'lat': 40.67677, 'lng': -73.84375}",0.9775000000000001,0.6645000000000001,0.0684,0.43105,0.0111
248,0.05,1.0,0.05,0.6,0.5,1.0,0.45,0.0,1.0,0.027999999999999997,0.9329999999999999,0.08900000000000001,0.016,0.07400000000000001,0.141,0.095,Lindenwood,QN57,"{'lat': 42.05308, 'lng': -89.03065}",0.41700000000000004,0.50585,0.036300000000000006,0.26985,0.009500000000000001
249,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.25,1.0,0.027999999999999997,0.9329999999999999,0.08900000000000001,0.016,0.07400000000000001,0.141,0.095,Howard Beach,QN57,"{'lat': 40.65788, 'lng': -73.83625}",0.9775000000000001,0.65585,0.036300000000000006,0.36985,0.009500000000000001
250,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.25,1.0,0.062,0.903,0.11800000000000001,0.028999999999999998,0.051,0.106,0.076,Kew Gardens,QN60,"{'lat': 40.71427, 'lng': -73.83097}",0.9775000000000001,0.66275,0.036699999999999997,0.3401,0.0076
251,0.1,1.0,0.7,0.2,0.25,0.95,0.1,0.0,0.5,0.21,0.7879999999999999,0.245,0.057999999999999996,0.18100000000000002,0.324,0.13699999999999998,Jamaica,QN61,"{'lat': 18.16667, 'lng': -77.25}",0.493,0.36519999999999997,0.10105,0.32539999999999997,0.013699999999999999
253,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.25,1.0,0.156,0.764,0.14800000000000002,0.03,0.076,0.22399999999999998,0.075,Woodside,QN63,"{'lat': 40.74538, 'lng': -73.90541}",0.9775000000000001,0.6684000000000001,0.0461,0.4404,0.0075
254,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.25,1.0,0.047,0.892,0.055,0.049,0.07200000000000001,0.126,0.081,Laurelton,QN66,"{'lat': 40.66677, 'lng': -73.75152}",0.9775000000000001,0.65105,0.057050000000000003,0.3571,0.008100000000000001
256,0.0,1.0,0.25,0.15,0.1,0.95,0.1,0.1,0.4,0.084,0.818,0.34,0.067,0.149,0.284,0.156,Ravenswood,QN68,"{'lat': 38.94814, 'lng': -81.76096}",0.332,0.3077,0.09570000000000001,0.2789,0.015600000000000001
257,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.2,1.0,0.084,0.818,0.34,0.067,0.149,0.284,0.156,Long Island City,QN68,"{'lat': 40.74482, 'lng': -73.94875}",0.9760000000000002,0.6777000000000001,0.09570000000000001,0.49139999999999995,0.015600000000000001
258,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.25,1.0,0.063,0.813,0.161,0.042,0.076,0.161,0.096,Astoria,QN70,"{'lat': 40.77205, 'lng': -73.93014}",0.9775000000000001,0.6538,0.0539,0.38685,0.009600000000000001
260,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.25,1.0,0.055,0.845,0.126,0.035,0.054000000000000006,0.15,0.092,Steinway,QN72,"{'lat': 40.77455, 'lng': -73.90375}",0.9775000000000001,0.6531,0.041650000000000006,0.3775,0.0092
262,0.35,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,,,,,,,,Airport,QN98,"{'lat': 38.74113, 'lng': -90.36562}",0.8595000000000002,0.435,0.0,0.25,0.0
264,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.15,1.0,0.011000000000000001,0.9620000000000001,0.07,0.015,0.026000000000000002,0.08900000000000001,0.055999999999999994,Annadale,SI01,"{'lat': 40.54455, 'lng': -74.17653}",0.9745000000000001,0.65405,0.01885,0.32565,0.0056
265,0.0,1.0,0.45,0.25,0.55,1.0,0.65,0.0,1.0,0.011000000000000001,0.9620000000000001,0.07,0.015,0.026000000000000002,0.08900000000000001,0.055999999999999994,Huguenot,SI01,"{'lat': 41.41787, 'lng': -74.63099}",0.4845000000000001,0.51905,0.01885,0.13815,0.0056
266,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.15,1.0,0.011000000000000001,0.9620000000000001,0.07,0.015,0.026000000000000002,0.08900000000000001,0.055999999999999994,Prince's Bay,SI01,"{'lat': 40.52899, 'lng': -74.19764}",0.9745000000000001,0.65405,0.01885,0.32565,0.0056
267,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.15,1.0,0.011000000000000001,0.9620000000000001,0.07,0.015,0.026000000000000002,0.08900000000000001,0.055999999999999994,Eltingville,SI01,"{'lat': 40.54538, 'lng': -74.1657}",0.9745000000000001,0.65405,0.01885,0.32565,0.0056
268,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.15,1.0,0.028999999999999998,0.9359999999999999,0.083,0.016,0.04,0.105,0.069,New Springville,SI05,"{'lat': 40.59344, 'lng': -74.1632}",0.9745000000000001,0.6559499999999999,0.024399999999999998,0.33925,0.006900000000000001
269,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.2,1.0,0.028999999999999998,0.9359999999999999,0.083,0.016,0.04,0.105,0.069,Bloomfield,SI05,"{'lat': 40.80677, 'lng': -74.18542}",0.9760000000000002,0.6559499999999999,0.024399999999999998,0.33925,0.006900000000000001
270,0.15,1.0,1.0,1.0,1.0,1.0,1.0,0.05,1.0,0.028999999999999998,0.9359999999999999,0.083,0.016,0.04,0.105,0.069,Travis,SI05,"{'lat': 30.33469, 'lng': -97.78195}",0.8270000000000001,0.57095,0.024399999999999998,0.33925,0.006900000000000001
271,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.2,1.0,0.011000000000000001,0.956,0.076,0.022000000000000002,0.04,0.078,0.07,Westerleigh,SI07,"{'lat': 40.62121, 'lng': -74.13181}",0.9760000000000002,0.65375,0.0283,0.3163,0.007000000000000001
272,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.2,1.0,0.076,0.9059999999999999,0.209,0.032,0.049,0.19,0.11,Grymes Hill,SI08,"{'lat': 40.61872, 'lng': -74.09348}",0.9760000000000002,0.6758000000000001,0.03795,0.4115,0.011000000000000001
273,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.2,1.0,0.076,0.9059999999999999,0.209,0.032,0.049,0.19,0.11,Clifton,SI08,"{'lat': 40.85843, 'lng': -74.16376}",0.9760000000000002,0.6758000000000001,0.03795,0.4115,0.011000000000000001
274,0.75,1.0,1.0,1.0,1.0,1.0,1.0,0.4,1.0,0.076,0.9059999999999999,0.209,0.032,0.049,0.19,0.11,Fox Hills,SI08,"{'lat': 39.04039, 'lng': -77.17109}",0.9395,0.6508,0.03795,0.4115,0.011000000000000001
275,0.15,1.0,1.0,0.6,0.5,1.0,1.0,0.0,1.0,0.026000000000000002,0.937,0.055,0.022000000000000002,0.034,0.087,0.061,Charleston,SI11,"{'lat': 32.77657, 'lng': -79.93092}",0.6975,0.5675499999999999,0.0262,0.22394999999999998,0.0061
276,0.0,0.45,0.3,0.0,0.0,0.2,0.0,0.0,0.0,0.026000000000000002,0.937,0.055,0.022000000000000002,0.034,0.087,0.061,Richmond Valley,SI11,"{'lat': -29.02684, 'lng': 153.08625}",0.16650000000000004,0.15255000000000002,0.0262,0.07394999999999999,0.0061
277,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.15,1.0,0.026000000000000002,0.937,0.055,0.022000000000000002,0.034,0.087,0.061,Tottenville,SI11,"{'lat': 40.51122, 'lng': -74.24931}",0.9745000000000001,0.6525499999999999,0.0262,0.32394999999999996,0.0061
278,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.2,1.0,0.078,0.887,0.21100000000000002,0.036000000000000004,0.069,0.17300000000000001,0.086,Mariner's Harbor,SI12,"{'lat': 40.63677, 'lng': -74.15875}",0.9760000000000002,0.67365,0.04755000000000001,0.39705,0.0086
279,0.3,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.078,0.887,0.21100000000000002,0.036000000000000004,0.069,0.17300000000000001,0.086,Arlington,SI12,"{'lat': 32.73569, 'lng': -97.10807}",0.851,0.60365,0.04755000000000001,0.39705,0.0086
280,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.2,1.0,0.078,0.887,0.21100000000000002,0.036000000000000004,0.069,0.17300000000000001,0.086,Port Ivory,SI12,"{'lat': 40.64094, 'lng': -74.18014}",0.9760000000000002,0.67365,0.04755000000000001,0.39705,0.0086
281,0.05,1.0,0.5,0.7,0.4,1.0,0.65,0.0,1.0,0.078,0.887,0.21100000000000002,0.036000000000000004,0.069,0.17300000000000001,0.086,Graniteville,SI12,"{'lat': 33.56375, 'lng': -81.80789}",0.5359999999999999,0.5436500000000001,0.04755000000000001,0.32205,0.0086
282,0.0,1.0,0.7,0.0,0.15,1.0,0.0,0.0,0.7,0.065,0.9179999999999999,0.122,0.031,0.046,0.141,0.08800000000000001,Grasmere,SI14,"{'lat': 54.45836, 'lng': -3.02519}",0.436,0.37615,0.036250000000000004,0.11984999999999998,0.0088
283,0.0,1.0,1.0,0.3,0.1,1.0,0.0,0.0,0.7,0.065,0.9179999999999999,0.122,0.031,0.046,0.141,0.08800000000000001,Arrochar,SI14,"{'lat': 56.19609, 'lng': -4.74559}",0.542,0.37615,0.036250000000000004,0.19484999999999997,0.0088
284,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.2,1.0,0.065,0.9179999999999999,0.122,0.031,0.046,0.141,0.08800000000000001,Ft. Wadsworth,SI14,"{'lat': 40.60899, 'lng': -74.06264}",0.9760000000000002,0.66615,0.036250000000000004,0.36985,0.0088
285,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.2,1.0,0.078,0.888,0.27699999999999997,0.065,0.10300000000000001,0.16399999999999998,0.099,West New Brighton,SI22,"{'lat': 40.63455, 'lng': -74.11209}",0.9760000000000002,0.6803999999999999,0.07830000000000001,0.38939999999999997,0.0099
286,0.2,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.078,0.888,0.27699999999999997,0.065,0.10300000000000001,0.16399999999999998,0.099,New Brighton,SI22,"{'lat': 40.73034, 'lng': -80.31006}",0.8340000000000001,0.6003999999999999,0.07830000000000001,0.38939999999999997,0.0099
287,0.0,1.0,0.05,0.05,0.0,1.0,0.25,0.0,0.95,0.078,0.888,0.27699999999999997,0.065,0.10300000000000001,0.16399999999999998,0.099,St. George,SI22,"{'lat': 37.10415, 'lng': -113.58412}",0.2565,0.4904,0.07830000000000001,0.15189999999999998,0.0099
288,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.15,1.0,0.016,0.9179999999999999,0.071,0.015,0.06,0.11900000000000001,0.054000000000000006,Todt Hill,SI24,"{'lat': 40.60233, 'lng': -74.11209}",0.9745000000000001,0.6487999999999999,0.03075,0.35115,0.005400000000000001
289,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.2,1.0,0.016,0.9179999999999999,0.071,0.015,0.06,0.11900000000000001,0.054000000000000006,Emerson Hill,SI24,"{'lat': 40.60872, 'lng': -74.09598}",0.9760000000000002,0.6487999999999999,0.03075,0.35115,0.005400000000000001
290,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.15,1.0,0.016,0.9179999999999999,0.071,0.015,0.06,0.11900000000000001,0.054000000000000006,Heartland Village,SI24,"{'lat': 40.58833, 'lng': -74.15778}",0.9745000000000001,0.6487999999999999,0.03075,0.35115,0.005400000000000001
291,0.3,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.016,0.9179999999999999,0.071,0.015,0.06,0.11900000000000001,0.054000000000000006,Lighthouse Hill,SI24,"{'lat': 41.91149, 'lng': -72.66926}",0.851,0.5788,0.03075,0.35115,0.005400000000000001
292,0.1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.032,0.951,0.055,0.017,0.027000000000000003,0.094,0.076,Oakwood,SI25,"{'lat': 34.2276, 'lng': -83.88435}",0.817,0.56615,0.0205,0.32989999999999997,0.0076
293,0.25,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.032,0.951,0.055,0.017,0.027000000000000003,0.094,0.076,Oakwood Beach,SI25,"{'lat': 39.55511, 'lng': -75.51853}",0.8425,0.5811499999999999,0.0205,0.32989999999999997,0.0076
294,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.2,1.0,0.054000000000000006,0.879,0.23199999999999998,0.048,0.078,0.138,0.064,Port Richmond,SI28,"{'lat': 40.63316, 'lng': -74.13653}",0.9760000000000002,0.66855,0.058499999999999996,0.3673,0.0064
295,0.05,1.0,0.5,1.0,0.65,1.0,0.9,0.0,1.0,0.008,0.9620000000000001,0.127,0.013999999999999999,0.028999999999999998,0.085,0.061,Rossville,SI32,"{'lat': 34.98313, 'lng': -85.28607}",0.6195,0.554,0.019249999999999996,0.32225000000000004,0.0061
296,0.0,1.0,0.25,0.2,0.15,1.0,0.05,0.0,1.0,0.008,0.9620000000000001,0.127,0.013999999999999999,0.028999999999999998,0.085,0.061,Woodrow,SI32,"{'lat': 35.12766, 'lng': -77.05745}",0.34450000000000003,0.464,0.019249999999999996,0.12225000000000001,0.0061
297,0.2,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.057999999999999996,0.8909999999999999,0.154,0.04,0.055999999999999994,0.12300000000000001,0.094,New Brighton,SI35,"{'lat': 40.73034, 'lng': -80.31006}",0.8340000000000001,0.5835499999999999,0.0456,0.35455000000000003,0.0094
298,0.0,1.0,0.15,0.55,0.0,1.0,0.1,0.0,0.75,0.057999999999999996,0.8909999999999999,0.154,0.04,0.055999999999999994,0.12300000000000001,0.094,Silver Lake,SI35,"{'lat': 41.07227, 'lng': -85.89166}",0.338,0.39855,0.0456,0.24205000000000002,0.0094
299,0.0,0.95,0.15,0.25,0.3,1.0,0.35,0.0,0.9,0.033,0.925,0.11699999999999999,0.024,0.04,0.126,0.081,Old Town,SI36,"{'lat': 44.93423, 'lng': -68.64531}",0.34900000000000003,0.46369999999999995,0.0296,0.1696,0.008100000000000001
300,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.15,1.0,0.033,0.925,0.11699999999999999,0.024,0.04,0.126,0.081,Dongan Hills,SI36,"{'lat': 40.58844, 'lng': -74.09625}",0.9745000000000001,0.6587000000000001,0.0296,0.3571,0.008100000000000001
301,0.5,1.0,1.0,1.0,1.0,1.0,1.0,0.1,1.0,0.033,0.925,0.11699999999999999,0.024,0.04,0.126,0.081,South Beach,SI36,"{'lat': 25.7745, 'lng': -80.1329}",0.888,0.6087,0.0296,0.3571,0.008100000000000001
302,0.0,1.0,0.85,0.4,0.35,1.0,0.45,0.0,1.0,0.071,0.85,0.198,0.063,0.094,0.19399999999999998,0.076,Stapleton,SI37,"{'lat': 30.74269, 'lng': -87.79333}",0.5684999999999999,0.51005,0.07385,0.26489999999999997,0.0076
303,0.1,1.0,1.0,1.0,1.0,1.0,0.1,0.0,1.0,0.071,0.85,0.198,0.063,0.094,0.19399999999999998,0.076,Rosebank,SI37,"{'lat': -26.14563, 'lng': 28.03589}",0.7899999999999999,0.48505,0.07385,0.41489999999999994,0.0076
304,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.15,1.0,0.037000000000000005,0.9390000000000001,0.064,0.040999999999999995,0.051,0.085,0.07400000000000001,New Dorp,SI45,"{'lat': 40.57399, 'lng': -74.11598}",0.9745000000000001,0.6565,0.0445,0.32225000000000004,0.007400000000000001
305,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.15,1.0,0.037000000000000005,0.9390000000000001,0.064,0.040999999999999995,0.051,0.085,0.07400000000000001,Midland Beach,SI45,"{'lat': 40.57316, 'lng': -74.09459}",0.9745000000000001,0.6565,0.0445,0.32225000000000004,0.007400000000000001
307,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.15,1.0,0.011000000000000001,0.945,0.08,0.012,0.03,0.08199999999999999,0.085,Great Kills,SI54,"{'lat': 40.55427, 'lng': -74.15153}",0.9745000000000001,0.6525000000000001,0.0183,0.3197,0.0085
